X,Y,OBJECTID,NAME,ADDRESS,DIRECTOR,PHONE,AUTHORIZER,GRADES,ENROLLMENT,GIS_ID,WEB_URL,AUTHORIZAT,MYSCHOOL,SCHOOL_YEA,LEA_NAME,LEA_ID,SCHOOL_NAM,SCHOOL_ID,SCHOOLCODE,GRADES_1,LATITUDE,LONGITUDE,FACILITY_ID,CLUSTER_,WARD,ZIPCODE,MAR_ID,XCOORD,YCOORD,SE_ANNO_CAD_DATA,GLOBALID,CREATOR,CREATED,EDITOR,EDITED
-76.9868045821557,38.8793924404911,1699,Friendship PCS - Chamberlain Middle,1345 POTOMAC AVENUE SE,Kimberly Campbell,202-547-5800,,4th-8th,0,chrt_128,https://www.friendshipschools.org/schools/chamberlain/,0,Y,2023-2024,Friendship PCS - Chamberlain Middle,120,Friendship PCS - Chamberlain Middle,364,364,4th-8th,38.87938499,-76.9868023,PCSB_48BLD,Cluster 26,Ward 6,20003,66334,401145.15,134616.92,,{5689066F-317E-47A3-8991-5EEF26275F5E},JLAY,2023/08/23 18:04:14+00,JLAY,2023/06/29 14:34:18+00
-76.9463488999279,38.8975572524338,1700,Friendship PCS - Collegiate Academy,4095 MINNESOTA AVENUE NE,Kimberly Campbell,202-396-5500,,9th-12th,0,chrt_27,https://www.friendshipschools.org/schools/collegiate/,0,Y,2023-2024,Friendship PCS - Collegiate Academy,120,Friendship PCS - Collegiate Academy,186,186,9th-12th,38.8975498,-76.94634663,DGS_0781.0,Cluster 30,Ward 7,20019,288100,404654.26,136634.64,,{80D78FFB-0213-44CE-86DD-21E8E4EDD55C},JLAY,2023/08/23 18:04:14+00,JLAY,2023/06/29 14:34:18+00
-77.0315982527314,38.9605275454287,1701,Friendship PCS - Online,1351 NICHOLSON STREET NW,Tracy Slone,202-729-8287,,K-8th,0,chrt_32,https://www.friendshipschools.org/schools/online/,0,Y,2023-2024,Friendship PCS - Online Academy,120,Friendship PCS - Online,268,268,K-8th,38.96052008,-77.03159596,DGS_0804.0,Cluster 18,Ward 4,20011,257768,397261.57,143623.99,,{9F870FE3-D8C3-4B3B-8BDE-5BA66BB06B8A},JLAY,2023/08/23 18:04:14+00,JLAY,2023/06/29 14:34:18+00
-76.9970100213184,38.8477989171069,1702,Friendship PCS - Southeast Elementary Academy,645 MILWAUKEE PLACE SE,Kimberly Campbell,202-562-1980,,PK3-3rd,0,chrt_46,https://www.friendshipschools.org/schools/southeast/,0,Y,2023-2024,Friendship PCS - Southeast Elementary,120,Friendship PCS - Southeast Elementary,113,113,PK3-3rd,38.84779147,-76.99700774,PCSB_50BLD,Cluster 39,Ward 8,20032,1655,400259.75,131109.73,,{03C3F975-7621-4EFF-921D-013764892CA8},JLAY,2023/08/23 18:04:14+00,JLAY,2023/06/29 14:34:18+00
-76.9970100213184,38.8477989171069,1703,Friendship PCS - Southeast Middle Academy,645 MILWAUKEE PLACE SE,Kimberly Campbell,202-562-1980,,4th-8th,0,chrt_45,https://www.friendshipschools.org/schools/southeast-middle/,0,Y,2023-2024,Friendship PCS - Southeast Middle,120,Friendship PCS - Southeast Middle,1057,1057,4th-8th,38.84779147,-76.99700774,PCSB_50BLD,Cluster 39,Ward 8,20032,1655,400259.75,131109.73,,{3C15A8EC-E5C4-41D9-BD2F-B71C4AAD6802},JLAY,2023/08/23 18:04:14+00,JLAY,2023/06/29 14:34:18+00
-76.9961881741667,38.8483066088802,1704,Friendship PCS - Technology Preparatory High School Academy,2705 MARTIN LUTHER KING JR AVENUE SE,Kimberly Campbell,202-562-1681,,9th-12th,0,chrt_134,https://www.friendshipschools.org/schools/tech-prep-high/,0,Y,2023-2024,Friendship PCS - Technology Preparatory High ,120,Friendship PCS - Technology Preparatory High ,1164,1164,9th-12th,38.84829917,-76.99618589,PCSB_51BLD,Cluster 39,Ward 8,20032,289904,400331.09,131166.09,,{EEB23193-45C3-4F58-8AAD-EFA1EDE80ED5},JLAY,2023/08/23 18:04:14+00,JLAY,2023/06/29 14:34:18+00
-76.9988665189682,38.9280475794348,1705,Lee Montessori PCS - Brookland,3025 4TH STREET NE,Chris Pencikowski,202-779-9740,,PK3-6th,0,chrt_96,https://leemontessori.org/,0,Y,2023-2024,Lee Montessori PCS,177,Lee Montessori PCS,228,228,PK3-6th,38.92804,-76.998864,PCSB_128BLD,Cluster 21,Ward 5,20017,302681,400098.47,140017.95,,{B2210E50-7DC4-4D3E-B39F-C6C10A83A3CA},JLAY,2023/08/23 18:04:14+00,JLAY,2023/06/29 14:34:18+00
-77.0359242922605,38.9559238848941,1706,Mary McLeod Bethune Day Academy PCS - Northwest,5413 16TH STREET NW,Linda McKay,202-506-3620,,PK3-5th,0,chrt_150,https://www.mmbethune.org/apps/pages/index.jsp?uREC_ID=412646&type=d&pREC_ID=900609,0,Y,2023-2024,Mary McLeod Bethune Day Academy PCS - Northwest,132,Mary McLeod Bethune Day Academy PCS - Northwest,135,135,PK3-5th,38.95591642,-77.03592199,PCSB_113BLD,Cluster 18,Ward 4,20011,255870,396886.43,143113.08,,{56CA01DC-1362-49B9-9ACD-5F0202DD812D},JLAY,2023/11/17 19:34:45+00,JLAY,2023/06/29 14:34:18+00
-76.9785977940712,38.9368039428759,1707,Latin American Montessori Bilingual PCS - South Dakota Avenue,1800 PERRY STREET NE,Diane  Cottman,202-525-5105,,PK3-5th,0,chrt_149,https://www.lambpcs.org/,0,Y,2023-2024,Latin American Montessori Bilingual PCS - South Dakota Avenue,130,Latin American Montessori Bilingual PCS - South Dakota Avenue,193,193,PK3-5th,38.93679648,-76.97859551,DGS_0780.0,Cluster 22,Ward 5,20018,294529,401855.75,140990.2,,{62217C05-A346-479B-84A5-D426F7B1691C},JLAY,2023/08/23 18:04:14+00,JLAY,2023/06/29 14:34:18+00
-77.007366983924,38.9638822938077,1708,Sela PCS,6015 CHILLUM PLACE NE,,202-905-3012,,PK3-5th,0,chrt_88,https://www.selapcs.org/home,0,Y,2023-2024,Sela PCS,174,Sela PCS,197,197,PK3-5th,38.96387483,-77.00736469,PCSB_85BLD,Cluster 19,Ward 4,20011,288763,399361.73,143995.95,,{4190D218-CED3-41D4-81D1-9414796F09A2},JLAY,2023/08/23 18:04:14+00,JLAY,2023/06/29 14:34:18+00
-76.9958193894874,38.9236800075649,1709,Capital Village PCS,705 EDGEWOOD STREET NE,Monica Green,202-670-1516,,5th-8th,0,chrt_160,https://www.capitalvillageschools.org/,0,Y,2023-2024,Capital Village PCS,334,Capital Village PCS,0,,5th-8th,38.923672,-76.995817,,,Ward 5,20017,289576,400362.72,139533.12,,{47BDDF24-E9CA-4676-8071-DFDED1150F99},JLAY,2023/08/23 18:04:14+00,JLAY,2023/06/29 14:34:18+00
-76.9953568479405,38.8597695196626,1710,DC Prep PCS - Anacostia Middle,2501 MARTIN LUTHER KING JR AVENUE SE,,,,4th-6th,,chrt_161,https://www.dcprep.org/prospective-families/our-schools/anacostia-middle-campus/,,Y,2023-2024,DC Prep PCS - Anacostia Middle,115,DC Prep PCS - Anacostia Middle,0,0,4th-6th,38.859762,-76.995355,,Cluster 28,Ward 8,20020,278172,400403.19,132438.56,,{1F932F4A-27EA-4ED0-A3E8-B193E0113068},JLAY,2023/08/23 18:04:14+00,JLAY,2023/06/29 14:34:18+00
-77.0226017982059,38.8991933041015,1711,Girls Global Academy PCS,733 8TH STREET NW,Jason Mellen,202-996-0127,,9th-11th,0,chrt_162,https://girlsglobalacademy.org/,0,Y,2023-2024,Girls Global Academy PCS,340,Girls Global Academy PCS,0,,9th-11th,38.899186,-77.0226,,,Ward 2,20001,302138,398039.61,136815.13,,{5A914C96-E4A3-41FE-9D6F-B22B9D7B6D88},JLAY,2023/08/23 18:04:14+00,JLAY,2023/06/29 14:34:18+00
-76.9586212653167,38.8626070678582,1712,I Dream PCS,2220 BRANCH AVENUE SE,,202-922-7221,,PK3-4th,,chrt_163,https://www.idreampcs.org/,,Y,2023-2024,I Dream PCS,345,I Dream PCS,1147,1147,PK3-4th,38.8626,-76.958619,,,Ward 7,20020,50755,403591.43,132754.35,,{604E0C7B-215B-4BB0-A45F-7D6ED79BEA23},JLAY,2023/08/23 18:04:14+00,JLAY,2023/06/29 14:34:18+00
-77.0025951115615,38.9544222927169,1713,Social Justice PCS,5450 3RD STREET NE,Myron Long,202-714-8498,,5th-8th,,chrt_164,https://www.thesocialjusticeschool.org/,,Y,2023-2024,Social Justice PCS,350,Social Justice PCS,0,,5th-8th,38.954415,-77.002593,,,Ward 5,20011,150991,399775.26,142945.78,,{36783E74-7240-44F8-BC58-3E1F3D9EC497},JLAY,2023/08/23 18:04:14+00,JLAY,2023/06/29 14:34:18+00
-76.9868669097492,38.9296133838169,1714,Mary McLeod Bethune Day Academy PCS - Brookland,1404 JACKSON STREET NE,Linda McKay,202-459-4710,,PK3-8th,0,chrt_67,https://www.mmbethune.org/apps/pages/index.jsp?uREC_ID=412646&type=d&pREC_ID=904977,0,Y,2023-2024,Mary McLeod Bethune Day Academy PCS - Brookland,132,Mary McLeod Bethune Day Academy PCS - Brookland,135,135,PK3-8th,38.92960592,-76.98686463,DGS_0300.0,Cluster 22,Ward 5,20017,294522,401138.94,140191.85,,{A5A64569-285B-454B-A61F-997454B25300},JLAY,2023/11/17 19:34:45+00,JLAY,2023/06/29 14:34:18+00
-76.920637522764,38.8902988919495,1715,Maya Angelou PCS - High School,5600 EAST CAPITOL STREET NE,"Heather Wathington, Ph.D.",202-379-4335,,9th-12th,0,chrt_68,https://www.seeforever.org/,0,N,2023-2024,Maya Angelou PCS - High School,133,Maya Angelou PCS - High School,101,101,9th-12th,38.89029144,-76.92063526,DGS_0686.0,Cluster 33,Ward 7,20019,289793,406885.34,135830.53,,{059BD694-CF20-4BF3-AA6D-69EAC106C422},JLAY,2023/08/23 18:04:14+00,JLAY,2023/06/29 14:34:18+00
-76.920637522764,38.8902988919495,1716,Maya Angelou PCS - Young Adult Learning Center,5600 EAST CAPITOL STREET NE,Sarah Navarro,202-797-8250,,Adult,0,chrt_30,https://www.seeforever.org/,0,N,2023-2024,Maya Angelou PCS - Young Adult Learning Center,133,Maya Angelou PCS - Young Adult Learning Center,137,137,Adult,38.89029144,-76.92063526,DGS_0686.0,Cluster 33,Ward 7,20019,289793,406885.34,135830.53,,{A58B1814-D3F7-4E7A-A982-091BFA44950E},JLAY,2023/08/23 18:04:14+00,JLAY,2023/06/29 14:34:18+00
-77.025878043741,38.9296135982127,1717,Meridian Public Charter School - Middle School,770 KENYON STREET NW,Kimberly Moore,202-793-2667,,6th-8th,0,chrt_69,https://www.mpcs-dc.org/,0,Y,2023-2024,Meridian Public Charter School - Middle School,135,Meridian Public Charter School - Middle School,165,165,6th-8th,38.929606,-77.025876,PCSB_112BLD,Cluster 2,Ward 1,20010,285409,397756.37,140192.11,,{4EB3E046-ED42-410A-B002-8546098F1695},JLAY,2023/08/23 18:04:14+00,JLAY,2023/06/29 14:34:18+00
-76.9775594175162,38.896720630184,1718,Monument Academy PCS,500 19TH STREET NE,Denise Miles,202-545-3180,,5th-8th,0,chrt_151,https://monumentacademy.org/,0,Y,2023-2024,Monument Academy PCS,184,Monument Academy PCS,260,260,5th-8th,38.89671318,-76.97755714,DGS_0648.0,Cluster 25,Ward 7,20002,290080,401946.87,136540.64,,{4F8594D6-5B8B-4330-8901-D094938CFEF1},JLAY,2023/08/23 18:04:14+00,JLAY,2023/06/29 14:34:18+00
-77.0103128484089,38.9094124900774,1719,Mundo Verde Bilingual PCS - J.F. Cook Campus,30 P STREET NW,Kristin Scotchmer,202-750-7060,,PK3-5th,0,chrt_70,https://www.mundoverdepcs.org/,0,Y,2023-2024,Mundo Verde Bilingual PCS - J.F. Cook Campus,171,Mundo Verde Bilingual PCS - J.F. Cook Campus,3065,3065,PK3-5th,38.90940503,-77.01031056,DGS_0454.0,Cluster 21,Ward 5,20001,294465,399105.74,137949.35,,{45EDAFD7-92FF-40A7-AD12-B2F76D4EBD11},JLAY,2023/08/23 18:04:14+00,JLAY,2023/06/29 14:34:18+00
-77.0030891190846,38.8239113662993,1720,National Collegiate Preparatory Public Charter High School,4600 LIVINGSTON ROAD SE,Jennifer L. Ross,202-832-7737,,9th-12th,0,chrt_71,http://www.nationalprepdc.org/,0,Y,2023-2024,National Collegiate Preparatory PCHS,163,National Collegiate Preparatory PCHS,1120,1120,9th-12th,38.82390393,-77.00308684,DGS_0628.0,Cluster 39,Ward 8,20032,294600,399731.95,128458.05,,{D2DF6F54-3635-4C8A-AA93-B9B58E5FEEFD},JLAY,2023/08/23 18:04:14+00,JLAY,2023/06/29 14:34:18+00
-77.0247253678987,38.9613729142855,1721,Paul PCS - International High School,5800 8TH STREET NW,Jami Dunham,202-291-7495,,9th-12th,0,chrt_38,https://www.paulcharter.org/,0,Y,2023-2024,Paul PCS - International High School,138,Paul PCS - International High School,222,222,9th-12th,38.96136545,-77.02472307,DGS_0779.0,Cluster 17,Ward 4,20011,294613,397857.27,143717.65,,{A9A6F86E-42EF-42D9-9A27-7797299E7A08},JLAY,2023/08/23 18:04:14+00,JLAY,2023/06/29 14:34:18+00
-77.0247253678987,38.9613729142855,1722,Paul PCS - Middle School,5800 8TH STREET NW,Jami Dunham,202-291-7495,,6th-8th,0,chrt_74,https://www.paulcharter.org/,0,Y,2023-2024,Paul PCS - Middle School,138,Paul PCS - Middle School,170,170,6th-8th,38.96136545,-77.02472307,DGS_0779.0,Cluster 17,Ward 4,20011,294613,397857.27,143717.65,,{1EDCD703-A897-4835-925F-077F8EF159BA},JLAY,2023/08/23 18:04:14+00,JLAY,2023/06/29 14:34:18+00
-76.9665719808443,38.9295967298872,1723,Friendship PCS - Woodridge Elementary,2959 CARLTON AVENUE NE,Kimberly Campbell,202-635-6500,,PK3-3rd,0,chrt_48,https://www.friendshipschools.org/schools/woodridge/,0,Y,2023-2024,Friendship PCS - Woodridge International Elementary,120,Friendship PCS - Woodridge International Elementary,365,365,PK3-3rd,38.92958893,-76.96656971,DGS_0900.0,Cluster 24,Ward 5,20018,42808,402898.67,140190.45,,{D147F10A-9248-4FC0-94F8-CF2381BE3F2B},JLAY,2023/08/23 18:04:14+00,JLAY,2023/06/29 14:34:18+00
-76.9665719808443,38.9295967298872,1724,Friendship PCS - Woodridge Middle,2959 CARLTON AVENUE NE,Kimberly Campbell,202-635-6500,,4th-8th,0,chrt_129,https://www.friendshipschools.org/schools/woodridge/,0,Y,2023-2024,Friendship PCS - Woodridge International Middle,120,Friendship PCS - Woodridge International Middle,366,366,4th-8th,38.92958893,-76.96656971,DGS_0900.0,Cluster 24,Ward 5,20018,42808,402898.67,140190.45,,{D1465227-CAC7-49D4-AA6F-4C211534DD01},JLAY,2023/08/23 18:04:14+00,JLAY,2023/06/29 14:34:18+00
-76.9946185432413,38.9269582567461,1725,Hope Community PCS - Tolson,2917 8TH STREET NE,Michael DePass,202-832-7370,,PK3-8th,0,chrt_50,https://www.myschooldc.org/schools/profile/185,0,Y,2023-2024,Hope Community PCS - Tolson,121,Hope Community PCS - Tolson,114,114,PK3-8th,38.9269508,-76.99461626,PCSB_54BLD,Cluster 21,Ward 5,20017,43392,400466.83,139897.04,,{E33A3495-AD51-48D7-98E0-799E1D5CB264},JLAY,2023/08/23 18:04:14+00,JLAY,2023/06/29 14:34:18+00
-77.0191316130618,38.9228490205983,1726,Howard University Middle School of Mathematics and Science PCS,405 HOWARD PLACE NW,Yohance C. Maqubela,202-806-7725,,6th-8th,0,chrt_51,https://hu-ms2.org/,0,Y,2023-2024,Howard University Middle School of Mathematics and Science PCS,124,Howard University Middle School of Mathematics and Science PCS,115,115,6th-8th,38.92284156,-77.01912932,PCSB_59BLD,Cluster 3,Ward 1,20059,291490,398341.18,139441.04,,{FA35ED14-4C89-4D5E-AF8C-6ED254F48D6A},JLAY,2023/08/23 18:04:14+00,JLAY,2023/06/29 14:34:18+00
-76.9371058468481,38.904556372145,1727,IDEA PCS,1027 45TH STREET NE,John Goldman,202-399-4750,,9th-12th,0,chrt_52,https://www.ideapcs.org/,0,Y,2023-2024,IDEA PCS,126,IDEA PCS,163,163,9th-12th,38.90454891,-76.93710358,DGS_0799.0,Cluster 31,Ward 7,20019,75296,405455.53,137412.11,,{41B5B8B4-3742-4BF0-A314-B6FB8853661E},JLAY,2023/08/23 18:04:14+00,JLAY,2023/06/29 14:34:18+00
-77.0099356060576,38.9649273310508,1728,Friendship PCS - Ideal Middle,6130 NORTH CAPITOL STREET NW,"George H. Rutherford II, Ph.D.",202- 729-6660,,4th-8th,0,chrt_118,https://www.myschooldc.org/schools/profile/433,0,Y,2023-2024,Friendship PCS - Ideal Middle,127,Friendship PCS - Ideal Middle,1084,1084,4th-8th,38.96491986,-77.00993332,PCSB_60BLD,Cluster 19,Ward 4,20011,285311,399139.13,144111.98,,{9BAEAFC9-85E7-46D1-9516-2BF792024D8D},JLAY,2023/08/23 18:04:14+00,JLAY,2023/06/29 14:34:18+00
-77.0030891190846,38.8239113662993,1729,Ingenuity Prep PCS,4600 LIVINGSTON ROAD SE,,202-562-0391,,PK3-8th,0,chrt_1,https://www.ingenuityprep.org/,0,Y,2023-2024,Ingenuity Prep PCS,173,Ingenuity Prep PCS,200,200,PK3-8th,38.82390393,-77.00308684,DGS_0628.0,Cluster 39,Ward 8,20032,294600,399731.95,128458.05,,{D05A02F1-CF8B-4DD8-AEB7-4629AA221715},JLAY,2023/08/23 18:04:14+00,JLAY,2023/06/29 14:34:18+00
-77.0242456426602,38.9343290766629,1730,E.L. Haynes PCS - Middle School,3600 GEORGIA AVENUE NW,Jennie Niles,202-667-4446,,5th-8th,0,chrt_39,https://www.elhaynes.org/,0,Y,2023-2024,E.L. Haynes PCS - Middle School,116,E.L. Haynes PCS - Middle School,146,146,5th-8th,38.93432162,-77.02424335,PCSB_35BLD,Cluster 2,Ward 1,20010,306085,397898.05,140715.53,,{376D70E6-8828-43AB-BCE5-3A6EF9654560},JLAY,2023/08/23 18:04:14+00,JLAY,2023/06/29 14:34:18+00
-77.0099317352709,38.8666248745691,1731,Eagle Academy PCS - Capitol Riverfront,1900 HALF STREET SW,Cassandra S. Pinkney,202-459-6825,,PK3-3rd,0,chrt_19,https://www.eagleacademypcs.org/,0,Y,2023-2024,Eagle Academy PCS - Capitol Riverfront,117,Eagle Academy PCS - Capitol Riverfront,1125,1125,PK3-3rd,38.866617,-77.009929,PCSB_37BLD,Cluster 27,Ward 6,20536,277760,399138.28,133199.59,,{2D6C9B6D-6E72-4144-9A01-BC5C1BF17B2A},JLAY,2023/08/23 18:04:14+00,JLAY,2023/06/29 14:34:18+00
-76.9930397762244,38.8402765151396,1732,Eagle Academy PCS - Congress Heights,3400 WHEELER ROAD SE,Cassandra S. Pinkney,202-544-2646,,PK3-3rd,0,chrt_20,https://www.eagleacademypcs.org/,0,Y,2023-2024,Eagle Academy PCS - Congress Heights,117,Eagle Academy PCS - Congress Heights,195,195,PK3-3rd,38.84026907,-76.9930375,DGS_0517.0,Cluster 39,Ward 8,20032,294566,400604.46,130274.71,,{5A3EF4C8-159A-482A-850D-2A406CBA1D25},JLAY,2023/08/23 18:04:14+00,JLAY,2023/06/29 14:34:18+00
-76.9912312082518,38.8315984555889,1733,Early Childhood Academy PCS,885 BARNABY STREET SE,Wendy Edwards,202-373-0035,,PK3-3rd,0,chrt_21,https://www.ecapcs.org/,0,Y,2023-2024,Early Childhood Academy PCS [Facility A],118,Early Childhood Academy PCS [Facility A],138,138,PK3-3rd,38.831591,-76.991229,PCSB_39BLD,Cluster 39,Ward 8,20032,81585,400761.57,129311.4,,{20B8388E-BC4E-4986-B594-2C57A713AD17},JLAY,2023/08/23 18:04:14+00,JLAY,2023/06/29 14:34:18+00
-76.9896059487964,38.8310002502185,1734,Early Childhood Academy PCS [Facility B],4301 9TH STREET SE,Wendy Edwards,202-373-0035,,PK3-3rd,0,chrt_22,https://www.ecapcs.org/,0,N,2023-2024,Early Childhood Academy PCS [Facility B],118,Early Childhood Academy PCS [Facility B],138,138,PK3-3rd,38.83099281,-76.98960367,PCSB_40BLD,Cluster 39,Ward 8,20032,298086,400902.69,129245.01,,{95ED6BA5-6745-41B7-8A3F-045D0BFD2582},JLAY,2023/08/23 18:04:14+00,JLAY,2023/06/29 14:34:18+00
-76.9900896303581,38.9349973358515,1735,Elsie Whitlow Stokes Community Freedom PCS - Brookland,3700 OAKVIEW TERRACE NE,"Linda Moore, Ed.D.",202-265-7237,,PK3-5th,0,chrt_23,https://www.ewstokes.org/brookland-campus,0,Y,2023-2024,Elsie Whitlow Stokes Community Freedom PCS - Brookland,144,Elsie Whitlow Stokes Community Freedom PCS - Brookland,159,159,PK3-5th,38.93498987,-76.99008735,PCSB_44BLD,Cluster 20,Ward 5,20017,289754,400859.44,140789.48,,{76D291B4-749D-4642-B47F-28E6162A18C1},JLAY,2023/08/23 18:04:14+00,JLAY,2023/06/29 14:34:18+00
-76.920637522764,38.8902988919495,1736,Elsie Whitlow Stokes Community Freedom PCS - East End,5600 EAST CAPITOL STREET NE,"Linda Moore, Ed.D.",202-975-2100,,PK3-4th,0,chrt_140,https://www.ewstokes.org/east-end-campus,0,Y,2023-2024,Elsie Whitlow Stokes Community Freedom PCS - East End,144,Elsie Whitlow Stokes Community Freedom PCS - East End,1059,1059,PK3-4th,38.89029144,-76.92063526,DGS_0686.0,Cluster 33,Ward 7,20019,289793,406885.34,135830.53,,{C43C5F12-2490-47CA-BDE3-9E518870172B},JLAY,2023/08/23 18:04:14+00,JLAY,2023/06/29 14:34:18+00
-77.0132281586019,38.9089060264101,1737,Friendship PCS - Armstrong Elementary,111 O STREET NW,Brenda Bethea,202-518-3928,,PK3-3rd,0,chrt_6,https://www.friendshipschools.org/schools/armstrong/,0,Y,2023-2024,Friendship PCS - Armstrong Elementary,120,Friendship PCS - Armstrong Elementary,269,269,PK3-3rd,38.908898,-77.013226,DGS_0793.0,Cluster 21,Ward 5,20001,316309,398852.88,137893.16,,{DFFF35AF-1A86-40CA-AD49-B5CA45C3EBD4},JLAY,2023/08/23 18:04:14+00,JLAY,2023/06/29 14:34:18+00
-76.9764835213362,38.8978279069618,1738,Friendship PCS - Blow-Pierce Elementary,725 19TH STREET NE,Kimberly Campbell,202-572-1070,,PK3-3rd,0,chrt_25,https://www.friendshipschools.org/schools/blow-pierce/,0,Y,2023-2024,Friendship PCS - Blow Pierce Elementary,120,Friendship PCS - Blow Pierce Elementary,361,361,PK3-3rd,38.89782045,-76.97648125,DGS_0795.0,Cluster 25,Ward 7,20002,288919,402040.17,136663.58,,{1BE57B4E-AA00-46CB-94D4-CE57B20AF0E7},JLAY,2023/08/23 18:04:14+00,JLAY,2023/06/29 14:34:18+00
-76.9764835213362,38.8978279069618,1739,Friendship PCS - Blow-Pierce Middle,725 19TH STREET NE,Kimberly Campbell,202-572-1070,,4th-8th,0,chrt_132,https://www.friendshipschools.org/schools/blow-pierce/,0,Y,2023-2024,Friendship PCS - Blow-Pierce Middle,120,Friendship PCS - Blow-Pierce Middle,362,362,4th-8th,38.89782045,-76.97648125,DGS_0795.0,Cluster 25,Ward 7,20002,288919,402040.17,136663.58,,{29829DAF-4917-4FFB-A13B-570242E0BD69},JLAY,2023/08/23 18:04:14+00,JLAY,2023/06/29 14:34:18+00
-76.9945342121761,38.9429782300782,1740,Mundo Verde Bilingual PCS - Calle Ocho Campus,4401 8TH STREET NE,Kristin Scotchmer,202-750-7060,,PK3–3rd,0,chrt_155,https://www.mundoverdepcs.org/,0,Y,2023-2024,Mundo Verde Bilingual PCS - Calle Ocho Campus,171,Mundo Verde Bilingual PCS - Calle Ocho Campus,1088,1088,PK3–3rd,38.942971,-76.994532,,,Ward 5,20017,22543,400474.03,141675.39,,{532843A9-BD4E-4DEB-A6E5-5D49F608433B},JLAY,2023/08/23 18:04:14+00,JLAY,2023/06/29 14:34:18+00
-76.9880511195187,38.8566297626228,1741,KIPP DC - Heights Academy PCS,2600 DOUGLASS ROAD SE,Susan Schaeffler,202-610-5323,,1st-4th,0,chrt_57,https://www.kippdc.org/schools/elementary-schools/kipp-dc-heights-academy/,0,Y,2023-2024,KIPP DC - Heights Academy PCS,129,KIPP DC - Heights Academy PCS,3071,3071,1st-4th,38.85662232,-76.98804884,DGS_0431.0,Cluster 37,Ward 8,20020,311456,401037.32,132090.08,,{B6AB79DE-ADEF-4A83-BA90-CF6BAFE9D341},JLAY,2023/08/23 18:04:14+00,JLAY,2023/06/29 14:34:18+00
-76.9343965324269,38.8826349887968,1742,KIPP DC - KEY Academy PCS,4801 BENNING ROAD SE,Susan Schaeffler,202-582-5477,,5th-8th,0,chrt_58,https://www.kippdc.org/school/kipp-dc-key-academy/,0,Y,2023-2024,KIPP DC - KEY Academy PCS,129,KIPP DC - KEY Academy PCS,189,189,5th-8th,38.88262754,-76.93439427,PCSB_68BLD,Cluster 33,Ward 7,20019,17421,405692.28,134978.83,,{FD7A316B-2505-4F3F-BDD9-426C0F0680DF},JLAY,2023/08/23 18:04:14+00,JLAY,2023/06/29 14:34:18+00
-77.0181196265484,38.9098938468423,1743,KIPP DC - Lead Academy PCS,421 P STREET NW,Susan Schaeffler,202-469-3300,,1st-4th,0,chrt_59,https://www.kippdc.org/school/kipp-dc-lead-academy/,0,Y,2023-2024,KIPP DC - Lead Academy PCS,129,KIPP DC - Lead Academy PCS,190,190,1st-4th,38.90988639,-77.01811734,DGS_0778.0,Cluster 7,Ward 2,20001,294487,398428.65,138002.89,,{1AB0599F-7681-402A-B649-FE9DD5792DDD},JLAY,2023/08/23 18:04:14+00,JLAY,2023/06/29 14:34:18+00
-77.0074813282888,38.9528699571774,1744,Briya PCS [Gallatin Street/Fort Totten],100 GALLATIN STREET NE,,202-232-7777,,"PK3-PK4; Adult",0,chrt_154,https://www.briya.org/,0,N,2023-2024,Briya PCS [Gallatin Street/Fort Totten],119,Briya PCS [Gallatin Street/Fort Totten],126,126,"PK3-PK4; Adult",38.95286249,-77.00747904,DGS_0191.0,Cluster 19,Ward 5,20011,294470,399351.72,142773.48,,{5B5474FE-CE36-4351-811D-A42798AB52D6},JLAY,2023/08/23 18:04:14+00,JLAY,2023/06/29 14:34:18+00
-77.0251122941584,38.9392572441811,1745,Briya PCS [Georgia Avenue/Petworth],3912 GEORGIA AVENUE NW,,202-545-2020,,"PK3-PK4; Adult",0,chrt_42,https://www.briya.org/,0,N,2023-2024,Briya PCS [Georgia Avenue/Petworth],119,Briya PCS [Georgia Avenue/Petworth],126,126,"PK3-PK4; Adult",38.93924978,-77.02511,PCSB_43BLD,Cluster 18,Ward 4,20011,224825,397823.06,141262.62,,{732437AA-00CA-401A-8909-FD0FD9DDD507},JLAY,2023/08/23 18:04:14+00,JLAY,2023/06/29 14:34:18+00
-77.0398084009067,38.9209801636915,1746,Briya PCS [Ontario Road/Adams Morgan],2333 ONTARIO ROAD NW,,202-420-7200,,"PK3-PK4; Adult",0,chrt_40,https://www.briya.org/,0,N,2023-2024,Briya PCS [Ontario Road/Adams Morgan],119,Briya PCS [Ontario Road/Adams Morgan],126,126,"PK3-PK4; Adult",38.92097271,-77.0398061,PCSB_41BLD,Cluster 1,Ward 1,20009,284370,396548.08,139234.16,,{5823B224-51E2-4952-8588-A264DDE84B7B},JLAY,2023/08/23 18:04:14+00,JLAY,2023/06/29 14:34:18+00
-77.0128697454397,38.9621723213198,1747,Capital City PCS - High School,100 PEABODY STREET NW,Karen Dresden,202-808-9800,,9th-12th,0,chrt_109,https://www.ccpcs.org/,0,Y,2023-2024,Capital City PCS - High School,108,Capital City PCS - High School,1207,1207,9th-12th,38.96216486,-77.01286745,DGS_0773.0,Cluster 17,Ward 4,20011,277545,398884.8,143806.18,,{EAB33AE9-A6AE-48E0-93C4-E499414F99CA},JLAY,2023/08/23 18:04:14+00,JLAY,2023/06/29 14:34:18+00
